timestamp,symbol,price,volume,exchange
2025-10-09 14:45:42.697,ATOMETH,0.000922,1642.019,Binance
2025-10-09 14:45:42.697,UNIETH,0.001792,84170.929,Binance
2025-10-09 14:45:42.697,FILETH,0.000521,19696.2,Binance
2025-10-09 14:45:42.697,SOLTUSD,226.4,202.004,Binance
2025-10-09 14:45:42.697,DOGETUSD,0.25028,1265.0,Binance
2025-10-09 14:45:42.697,AVAXUSDC,28.66,617237.11,Binance
2025-10-09 14:45:42.697,DOTUSDC,4.077,1019964.58,Binance
2025-10-09 14:45:42.697,FILUSDC,2.292,698324.33,Binance
2025-10-09 14:45:42.697,UNIUSDC,7.898,260296.87,Binance
2025-10-09 14:45:42.697,SHIBUSDC,1.213e-05,220944102174.0,Binance
2025-10-09 14:45:42.698,XTZUSDC,0.6756,308740.1,Binance
2025-10-09 14:45:42.698,VETUSDC,0.02232,17287470.0,Binance
